OP CODE,OP TYPE,GLOBAL CALL COUNT,DEVICE ID,DEVICE ARCH,ATTRIBUTES,MATH FIDELITY,CORE COUNT,AVAILABLE WORKER CORE COUNT,SUB DEVICE ID,PARALLELIZATION STRATEGY,HOST START TS,HOST END TS,HOST DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns],DEVICE FW DURATION [ns],DEVICE KERNEL DURATION [ns],DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DURATION PER CORE MIN [ns],DEVICE KERNEL DURATION PER CORE MAX [ns],DEVICE KERNEL DURATION PER CORE AVG [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],DEVICE COMPUTE CB WAIT FRONT [ns],DEVICE COMPUTE CB RESERVE BACK [ns],DISPATCH TOTAL CQ CMD OP TIME [ns],DISPATCH GO SEND WAIT TIME [ns],INPUT_0_W_PAD[LOGICAL],INPUT_0_Z_PAD[LOGICAL],INPUT_0_Y_PAD[LOGICAL],INPUT_0_X_PAD[LOGICAL],INPUT_0_LAYOUT,INPUT_0_DATATYPE,INPUT_0_MEMORY,INPUT_1_W_PAD[LOGICAL],INPUT_1_Z_PAD[LOGICAL],INPUT_1_Y_PAD[LOGICAL],INPUT_1_X_PAD[LOGICAL],INPUT_1_LAYOUT,INPUT_1_DATATYPE,INPUT_1_MEMORY,INPUT_2_W_PAD[LOGICAL],INPUT_2_Z_PAD[LOGICAL],INPUT_2_Y_PAD[LOGICAL],INPUT_2_X_PAD[LOGICAL],INPUT_2_LAYOUT,INPUT_2_DATATYPE,INPUT_2_MEMORY,OUTPUT_0_W_PAD[LOGICAL],OUTPUT_0_Z_PAD[LOGICAL],OUTPUT_0_Y_PAD[LOGICAL],OUTPUT_0_X_PAD[LOGICAL],OUTPUT_0_LAYOUT,OUTPUT_0_DATATYPE,OUTPUT_0_MEMORY,OUTPUT_1_W_PAD[LOGICAL],OUTPUT_1_Z_PAD[LOGICAL],OUTPUT_1_Y_PAD[LOGICAL],OUTPUT_1_X_PAD[LOGICAL],OUTPUT_1_LAYOUT,OUTPUT_1_DATATYPE,OUTPUT_1_MEMORY,OUTPUT_2_W_PAD[LOGICAL],OUTPUT_2_Z_PAD[LOGICAL],OUTPUT_2_Y_PAD[LOGICAL],OUTPUT_2_X_PAD[LOGICAL],OUTPUT_2_LAYOUT,OUTPUT_2_DATATYPE,OUTPUT_2_MEMORY,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,COMPUTE KERNEL SOURCE,COMPUTE KERNEL HASH,DATA MOVEMENT KERNEL SOURCE,DATA MOVEMENT KERNEL HASH,PROGRAM HASH,PROGRAM CACHE HIT,TENSIX DM 0 MAX KERNEL SIZE [B],TENSIX DM 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 0 MAX KERNEL SIZE [B],TENSIX COMPUTE 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 2 MAX KERNEL SIZE [B],ACTIVE ETH DM 0 MAX KERNEL SIZE [B],ACTIVE ETH DM 1 MAX KERNEL SIZE [B],IDLE ETH DM 0 MAX KERNEL SIZE [B],IDLE ETH DM 1 MAX KERNEL SIZE [B],PM IDEAL [ns],PM COMPUTE [ns],PM BANDWIDTH [ns],PM REQ I BW,PM REQ O BW,PM FPU UTIL (%),NOC UTIL (%),MULTICAST NOC UTIL (%),DRAM BW UTIL (%),DRAM BW UTIL PER CTRL (%),ETH BW UTIL (%),NPE CONG IMPACT (%),TT_DNN_DEVICE_OP_TT_HOST_FUNC [ns]
RotaryEmbeddingDeviceOperation,tt_dnn_device,58371.0,3.0,,{'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=HiFi4;math_approx_mode=1;fp32_dest_acc_en=0;packer_l1_acc=0;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'seq_len': '32'; 'token_idx': 'std::nullopt'},HiFi4,24.0,,,,4491618879,4491620532.0,1653.0,316940538415.0,316940547760.0,543.0,544.0,6922.0,5539.0,5537.0,4111.0,4969.0,4550.0,1307.0,5535.0,4953.0,5179.0,5059.0,5070.0,,,,,,1[1],24[24],32[32],64[64],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],32[32],64[64],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],32[32],64[64],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],24[24],32[32],64[64],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/experimental/transformer/rotary_embedding/device/kernels/compute/rotary_embedding.cpp'],['rotary_embedding/13966631013390552331/'],['ttnn/cpp/ttnn/operations/experimental/transformer/rotary_embedding/device/kernels/dataflow/writer_rotary_embedding_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/experimental/transformer/rotary_embedding/device/kernels/dataflow/reader_rotary_embedding_interleaved_start_id.cpp'],['writer_rotary_embedding_interleaved_start_id/17230456287539244301/'; 'reader_rotary_embedding_interleaved_start_id/9008459466913837988/'],6890392058768768489,False,660.0,1576.0,3284.0,1808.0,2988.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,[],[],0.018,,,,,,,1653.0
ConcatDeviceOperation,tt_dnn_device,59395.0,3.0,,{'dim': '3'; 'groups': '1'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'sub_core_grids': 'std::nullopt'},,110.0,,,,4491672191,4491675066.0,2875.0,316940541367.0,316940552296.0,541.0,541.0,8096.0,2819.0,2819.0,722.0,2466.0,1701.0,1067.0,2819.0,2548.0,,,,,,,,,1[1],24[24],32[32],64[64],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],24[24],32[32],192[192],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,1[1],24[24],32[32],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,[],[],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/concat/device/kernels/dataflow/reader_concat_interleaved_start_id.cpp'],['writer_unary_interleaved_start_id/718027131406297876/'; 'reader_concat_interleaved_start_id/8472711048384544889/'],18123026947875451348,False,1000.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.0,1.0,715.0,[137.4881134033203; 412.4643249511719],[549.9524536132812],0.035,,,,,,,2875.0
SliceDeviceOperation,tt_dnn_device,60419.0,3.0,,{'num_devices': 'std::nullopt'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'slice_dim': 'std::nullopt'; 'slice_end': 'Shape([1; 4; 32; 64])'; 'slice_start': 'Shape([0; 0; 0; 0])'; 'step': 'Shape([1; 1; 1; 1])'; 'sub_core_grids': 'std::nullopt'; 'use_tensor_args': 'false'},,8.0,,,,4491696667,4491697539.0,872.0,316940552206.0,316940555328.0,663.0,663.0,2313.0,1589.0,1589.0,665.0,763.0,734.0,942.0,1588.0,1321.0,,,,,,,,,1[1],4[4],32[32],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],4[4],32[32],64[64],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/slice/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/slice/device/kernels/dataflow/reader_unary_unpad_dims_interleaved_start_id.cpp'],['writer_unary_interleaved_start_id/9285615024361997509/'; 'reader_unary_unpad_dims_interleaved_start_id/14166066872905248720/'],8298259337666913663,False,680.0,716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,466.0,119.0,[140.63519287109375],[35.15879821777344],29.327,,,,,,,872.0
SliceDeviceOperation,tt_dnn_device,61443.0,3.0,,{'num_devices': 'std::nullopt'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'slice_dim': 'std::nullopt'; 'slice_end': 'Shape([1; 4; 32; 256])'; 'slice_start': 'Shape([0; 0; 0; 64])'; 'step': 'Shape([1; 1; 1; 1])'; 'sub_core_grids': 'std::nullopt'; 'use_tensor_args': 'false'},,24.0,,,,4491721294,4491722056.0,762.0,316940554161.0,316940558439.0,595.0,595.0,3169.0,1710.0,1710.0,664.0,930.0,782.0,1019.0,1707.0,1433.0,,,,,,,,,1[1],4[4],32[32],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],4[4],32[32],192[192],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/slice/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/slice/device/kernels/dataflow/reader_unary_unpad_dims_interleaved_start_id.cpp'],['writer_unary_interleaved_start_id/9285615024361997509/'; 'reader_unary_unpad_dims_interleaved_start_id/14166066872905248720/'],14245220479441278100,False,680.0,716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,540.0,119.0,[121.36296081542969],[91.02222442626953],31.579,,,,,,,762.0
RotaryEmbeddingDeviceOperation,tt_dnn_device,62467.0,3.0,,{'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=HiFi4;math_approx_mode=1;fp32_dest_acc_en=0;packer_l1_acc=0;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'seq_len': '32'; 'token_idx': 'std::nullopt'},HiFi4,4.0,,,,4491738668,4491739539.0,871.0,316940557184.0,316940565822.0,592.0,592.0,6399.0,4870.0,4870.0,3873.0,4102.0,3999.0,1284.0,4870.0,4269.0,4524.0,4393.0,4401.0,,,,,,1[1],4[4],32[32],64[64],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],32[32],64[64],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],32[32],64[64],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],4[4],32[32],64[64],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/experimental/transformer/rotary_embedding/device/kernels/compute/rotary_embedding.cpp'],['rotary_embedding/13966631013390552331/'],['ttnn/cpp/ttnn/operations/experimental/transformer/rotary_embedding/device/kernels/dataflow/writer_rotary_embedding_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/experimental/transformer/rotary_embedding/device/kernels/dataflow/reader_rotary_embedding_interleaved_start_id.cpp'],['writer_rotary_embedding_interleaved_start_id/17230456287539244301/'; 'reader_rotary_embedding_interleaved_start_id/9008459466913837988/'],4755505181199191651,False,660.0,1576.0,3284.0,1808.0,2988.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,[],[],0.021,,,,,,,871.0
ConcatDeviceOperation,tt_dnn_device,63491.0,3.0,,{'dim': '3'; 'groups': '1'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'sub_core_grids': 'std::nullopt'},,32.0,,,,4491759187,4491760149.0,962.0,316940560238.0,316940568977.0,608.0,608.0,6473.0,1731.0,1731.0,789.0,1052.0,897.0,999.0,1731.0,1419.0,,,,,,,,,1[1],4[4],32[32],64[64],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],4[4],32[32],192[192],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,1[1],4[4],32[32],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,[],[],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/concat/device/kernels/dataflow/reader_concat_interleaved_start_id.cpp'],['writer_unary_interleaved_start_id/718027131406297876/'; 'reader_concat_interleaved_start_id/8472711048384544889/'],2803680388317455890,False,1000.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,1.0,119.0,[137.68067932128906; 413.0420227050781],[550.7227172851562],0.058,,,,,,,962.0
PagedFillCacheDeviceOperation,tt_dnn_device,64515.0,3.0,,{'batch_idx_fallback': '0'; 'block_size_override': 'std::nullopt'; 'cache_position_modulo': 'std::nullopt'; 'mesh_coords': 'std::nullopt'; 'noop': 'false'},,4.0,,,,4491791338,4491792811.0,1473.0,316940569313.0,316940572646.0,690.0,690.0,2469.0,2036.0,2036.0,1176.0,1258.0,1204.0,946.0,1956.0,1517.0,,,,,,,,,32[32],4[4],64[64],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],4[4],32[32],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],32[32],1[1],ROW_MAJOR,INT32,DEV_0_DRAM_INTERLEAVED,32[32],4[4],64[64],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,[],[],['ttnn/cpp/ttnn/operations/experimental/paged_cache/device/kernels/dataflow/writer_fill_cache_interleaved.cpp'; 'ttnn/cpp/ttnn/operations/experimental/paged_cache/device/kernels/dataflow/reader_fill_cache_interleaved.cpp'],['writer_fill_cache_interleaved/17682100823184352602/'; 'reader_fill_cache_interleaved/627976256471122731/'],13980819469572666284,False,1072.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,[],[],0.049,,,,,,,1473.0
PagedFillCacheDeviceOperation,tt_dnn_device,65539.0,3.0,,{'batch_idx_fallback': '0'; 'block_size_override': 'std::nullopt'; 'cache_position_modulo': 'std::nullopt'; 'mesh_coords': 'std::nullopt'; 'noop': 'false'},,4.0,,,,4491798702,4491799173.0,471.0,316940573140.0,316940576376.0,808.0,808.0,2397.0,1947.0,1947.0,1161.0,1213.0,1183.0,817.0,1878.0,1424.0,,,,,,,,,32[32],4[4],64[64],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],4[4],32[32],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],32[32],1[1],ROW_MAJOR,INT32,DEV_0_DRAM_INTERLEAVED,32[32],4[4],64[64],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,[],[],['ttnn/cpp/ttnn/operations/experimental/paged_cache/device/kernels/dataflow/writer_fill_cache_interleaved.cpp'; 'ttnn/cpp/ttnn/operations/experimental/paged_cache/device/kernels/dataflow/reader_fill_cache_interleaved.cpp'],['writer_fill_cache_interleaved/17682100823184352602/'; 'reader_fill_cache_interleaved/627976256471122731/'],13980819469572666284,False,1072.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,[],[],0.051,,,,,,,471.0
SDPAOperation,tt_dnn_device,66563.0,3.0,,{'chunk_start_idx': 'std::nullopt'; 'chunk_start_idx_tensor': 'std::nullopt'; 'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=HiFi2;math_approx_mode=1;fp32_dest_acc_en=0;packer_l1_acc=0;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'head_dim_v': 'std::nullopt'; 'is_causal': 'true'; 'is_windowed': 'false'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'program_config': 'std::nullopt'; 'scale': '0.0625'; 'sliding_window_size': 'std::nullopt'; 'use_mla': 'false'},HiFi2,110.0,,,,4491833549,4491835222.0,1673.0,316940574367.0,316940589225.0,539.0,539.0,11006.0,8976.0,8976.0,2908.0,8816.0,4075.0,1504.0,8976.0,7039.0,8028.0,7981.0,8110.0,,,,,,1[1],24[24],32[32],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],4[4],32[32],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],4[4],32[32],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],24[24],32[32],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/compute/sdpa.cpp'],['sdpa/13409184980420371137/'],['ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/dataflow/writer_interleaved.cpp'; 'ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/dataflow/reader_interleaved.cpp'],['writer_interleaved/17962658731444495396/'; 'reader_interleaved/16583845592366146008/'],9317950397162170472,False,1900.0,1524.0,5052.0,4400.0,4872.0,0.0,0.0,0.0,0.0,715.0,42.0,715.0,[549.9524536132812; 91.65874481201172; 91.65874481201172],[549.9524536132812],0.468,,,,,,,1673.0
NLPConcatHeadsDeviceOperation,tt_dnn_device,67587.0,3.0,,{'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'},,1.0,,,,4491850782,4491852114.0,1332.0,316940590635.0,316940695657.0,1476.0,1476.0,77794.0,77364.0,77364.0,77364.0,77364.0,77364.0,83.0,77281.0,77083.0,,,,,,,,,1[1],24[24],32[32],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],1[1],32[32],6144[6144],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,[],[],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/experimental/transformer/nlp_concat_heads/device/kernels/dataflow/reader_tm_tile_layout_nlp_concat_heads.cpp'],['writer_unary_interleaved_start_id/718027131406297876/'; 'reader_tm_tile_layout_nlp_concat_heads/11209204546214328419/'],8363015740792309219,False,1000.0,812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,[],[],0.001,,,,,,,1332.0
BinaryNgDeviceOperation,tt_dnn_device,68611.0,3.0,,{'atol': '0'; 'binary_op_type': 'BinaryOpType::MUL'; 'compute_kernel_config': 'std::nullopt'; 'dtype': 'DataType::BFLOAT16'; 'equal_nan': 'false'; 'input_dtype': 'DataType::BFLOAT16'; 'input_layout_a': 'Layout::TILE'; 'input_layout_b': 'Layout::TILE'; 'is_quant_op': 'false'; 'is_sfpu': 'true'; 'is_where_op': 'false'; 'lhs_activations': '{}'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_layout': 'Layout::TILE'; 'post_activations': '{}'; 'rhs_activations': '{BasicUnaryWithParam<float; int; unsigned int>(base=BasicUnaryWithParam<float>(op_type=UnaryOpType::SIGMOID;param={}))}'; 'rtol': '0'; 'scalar': 'std::nullopt'; 'sub_core_grids': 'std::nullopt'; 'sub_device_id': 'std::nullopt'; 'subtile_broadcast_type': 'SubtileBroadcastType::NONE'; 'worker_grid': '{[0-0 - 10-9]}'},HiFi4,110.0,,,,4491924142,4491925514.0,1372.0,316940662254.0,316940705041.0,524.0,524.0,31694.0,6427.0,6427.0,2809.0,6215.0,4909.0,1166.0,6427.0,3704.0,5474.0,5986.0,5325.0,,,,,,1[1],1[1],32[32],6144[6144],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],32[32],6144[6144],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,1[1],1[1],32[32],6144[6144],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_binary_sfpu_no_bcast.cpp'],['eltwise_binary_sfpu_no_bcast/14348515449672794594/'],['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/writer_interleaved_no_bcast.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/reader_interleaved_no_bcast.cpp'],['writer_interleaved_no_bcast/5812715141639184551/'; 'reader_interleaved_no_bcast/7070849932992521925/'],1357888133490977730,False,1120.0,1644.0,1756.0,1720.0,1548.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,[],[],0.016,,,,,,,1372.0
MatmulDeviceOperation,tt_dnn_device,69635.0,3.0,,{'bcast_batch': 'true'; 'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=HiFi2;math_approx_mode=0;fp32_dest_acc_en=0;packer_l1_acc=1;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'global_cb': 'std::nullopt'; 'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_tile': 'Tile(tile_shape={32; 32};face_shape={16; 16};num_faces=4)'; 'program_config': 'MatmulMultiCoreReuseMultiCast1DProgramConfig(compute_with_storage_grid_size=11-10;in0_block_w=2;out_subblock_h=1;out_subblock_w=2;out_block_h=1;out_block_w=2;per_core_M=1;per_core_N=2;fuse_batch=0;fused_activation=std::nullopt;mcast_in0=1;gather_in0=0;hop_cores={};num_global_cb_receivers=0;untilize_out=0;allowed_worker_cores={[0-0 - 10-9]})'; 'sub_device_id': 'std::nullopt'; 'transpose_a': 'false'; 'transpose_b': 'false'; 'untilize_out': 'false'; 'user_core_coord': 'std::nullopt'; 'user_fused_activation': 'std::nullopt'; 'user_run_batched': 'false'},HiFi2,80.0,,,,4491947326,4491948839.0,1513.0,316940704063.0,316940927167.0,539.0,539.0,165262.0,163994.0,163994.0,161865.0,163732.0,162605.0,1176.0,163994.0,161333.0,161996.0,161941.0,162099.0,,,,,,1[1],1[1],32[32],6144[6144],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],6144[6144],5120[5120],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,1[1],1[1],32[32],5120[5120],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/matmul/device/kernels/compute/bmm_large_block_zm_fused_bias_activation.cpp'],['bmm_large_block_zm_fused_bias_activation/9527769986766392065/'],['ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_sender_writer_padding.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in0_receiver.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in0_sender_padding.cpp'],['reader_bmm_tile_layout_in1_sender_writer_padding/14181596472842369755/'; 'reader_bmm_tile_layout_in0_receiver/17030064946280216911/'; 'reader_bmm_tile_layout_in0_sender_padding/10799031624319767495/'],5824102363377010903,False,1668.0,1084.0,2044.0,1848.0,2516.0,0.0,0.0,0.0,0.0,114440.0,6620.0,114440.0,[3.4360013008117676; 549.76025390625],[2.8633344173431396],4.037,,,,,,,1513.0
BinaryNgDeviceOperation,tt_dnn_device,70659.0,3.0,,{'atol': '0'; 'binary_op_type': 'BinaryOpType::ADD'; 'compute_kernel_config': 'std::nullopt'; 'dtype': 'DataType::BFLOAT16'; 'equal_nan': 'false'; 'input_dtype': 'DataType::BFLOAT16'; 'input_layout_a': 'Layout::TILE'; 'input_layout_b': 'Layout::TILE'; 'is_quant_op': 'false'; 'is_sfpu': 'false'; 'is_where_op': 'false'; 'lhs_activations': '{}'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_layout': 'Layout::TILE'; 'post_activations': '{}'; 'rhs_activations': '{}'; 'rtol': '0'; 'scalar': 'std::nullopt'; 'sub_core_grids': 'std::nullopt'; 'sub_device_id': 'std::nullopt'; 'subtile_broadcast_type': 'SubtileBroadcastType::NONE'; 'worker_grid': '{[0-0 - 10-9]}'},HiFi4,110.0,,,,4491995648,4491999636.0,3988.0,316940758818.0,316940933446.0,556.0,556.0,129354.0,4099.0,4099.0,1179.0,3136.0,1992.0,1104.0,4099.0,3687.0,3673.0,1083.0,2872.0,,,,,,1[1],1[1],32[32],5120[5120],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],32[32],5120[5120],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,1[1],1[1],32[32],5120[5120],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_binary_no_bcast.cpp'],['eltwise_binary_no_bcast/6341269964838154165/'],['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/writer_interleaved_no_bcast.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/reader_interleaved_no_bcast.cpp'],['writer_interleaved_no_bcast/1072670292277023924/'; 'reader_interleaved_no_bcast/12165179307502923779/'],15385761193729961793,False,1120.0,1644.0,1332.0,768.0,1292.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,[],[],0.024,,,,,,,3988.0
