OP CODE,OP TYPE,GLOBAL CALL COUNT,DEVICE ID,DEVICE ARCH,ATTRIBUTES,MATH FIDELITY,CORE COUNT,AVAILABLE WORKER CORE COUNT,SUB DEVICE ID,PARALLELIZATION STRATEGY,HOST START TS,HOST END TS,HOST DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns],DEVICE FW DURATION [ns],DEVICE KERNEL DURATION [ns],DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DURATION PER CORE MIN [ns],DEVICE KERNEL DURATION PER CORE MAX [ns],DEVICE KERNEL DURATION PER CORE AVG [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],DEVICE COMPUTE CB WAIT FRONT [ns],DEVICE COMPUTE CB RESERVE BACK [ns],DISPATCH TOTAL CQ CMD OP TIME [ns],DISPATCH GO SEND WAIT TIME [ns],INPUT_0_W_PAD[LOGICAL],INPUT_0_Z_PAD[LOGICAL],INPUT_0_Y_PAD[LOGICAL],INPUT_0_X_PAD[LOGICAL],INPUT_0_LAYOUT,INPUT_0_DATATYPE,INPUT_0_MEMORY,INPUT_1_W_PAD[LOGICAL],INPUT_1_Z_PAD[LOGICAL],INPUT_1_Y_PAD[LOGICAL],INPUT_1_X_PAD[LOGICAL],INPUT_1_LAYOUT,INPUT_1_DATATYPE,INPUT_1_MEMORY,INPUT_2_W_PAD[LOGICAL],INPUT_2_Z_PAD[LOGICAL],INPUT_2_Y_PAD[LOGICAL],INPUT_2_X_PAD[LOGICAL],INPUT_2_LAYOUT,INPUT_2_DATATYPE,INPUT_2_MEMORY,INPUT_3_W_PAD[LOGICAL],INPUT_3_Z_PAD[LOGICAL],INPUT_3_Y_PAD[LOGICAL],INPUT_3_X_PAD[LOGICAL],INPUT_3_LAYOUT,INPUT_3_DATATYPE,INPUT_3_MEMORY,INPUT_4_W_PAD[LOGICAL],INPUT_4_Z_PAD[LOGICAL],INPUT_4_Y_PAD[LOGICAL],INPUT_4_X_PAD[LOGICAL],INPUT_4_LAYOUT,INPUT_4_DATATYPE,INPUT_4_MEMORY,INPUT_5_W_PAD[LOGICAL],INPUT_5_Z_PAD[LOGICAL],INPUT_5_Y_PAD[LOGICAL],INPUT_5_X_PAD[LOGICAL],INPUT_5_LAYOUT,INPUT_5_DATATYPE,INPUT_5_MEMORY,OUTPUT_0_W_PAD[LOGICAL],OUTPUT_0_Z_PAD[LOGICAL],OUTPUT_0_Y_PAD[LOGICAL],OUTPUT_0_X_PAD[LOGICAL],OUTPUT_0_LAYOUT,OUTPUT_0_DATATYPE,OUTPUT_0_MEMORY,OUTPUT_1_W_PAD[LOGICAL],OUTPUT_1_Z_PAD[LOGICAL],OUTPUT_1_Y_PAD[LOGICAL],OUTPUT_1_X_PAD[LOGICAL],OUTPUT_1_LAYOUT,OUTPUT_1_DATATYPE,OUTPUT_1_MEMORY,OUTPUT_2_W_PAD[LOGICAL],OUTPUT_2_Z_PAD[LOGICAL],OUTPUT_2_Y_PAD[LOGICAL],OUTPUT_2_X_PAD[LOGICAL],OUTPUT_2_LAYOUT,OUTPUT_2_DATATYPE,OUTPUT_2_MEMORY,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,COMPUTE KERNEL SOURCE,COMPUTE KERNEL HASH,DATA MOVEMENT KERNEL SOURCE,DATA MOVEMENT KERNEL HASH,PROGRAM HASH,PROGRAM CACHE HIT,TENSIX DM 0 MAX KERNEL SIZE [B],TENSIX DM 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 0 MAX KERNEL SIZE [B],TENSIX COMPUTE 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 2 MAX KERNEL SIZE [B],ACTIVE ETH DM 0 MAX KERNEL SIZE [B],ACTIVE ETH DM 1 MAX KERNEL SIZE [B],IDLE ETH DM 0 MAX KERNEL SIZE [B],IDLE ETH DM 1 MAX KERNEL SIZE [B],PM IDEAL [ns],PM COMPUTE [ns],PM BANDWIDTH [ns],PM REQ I BW,PM REQ O BW,PM FPU UTIL (%),NOC UTIL (%),MULTICAST NOC UTIL (%),DRAM BW UTIL (%),DRAM BW UTIL PER CTRL (%),ETH BW UTIL (%),NPE CONG IMPACT (%),TT_DNN_DEVICE_OP_TT_HOST_FUNC [ns]
NlpCreateHeadsDeviceOperation,tt_dnn_device,431105,1,blackhole,{'head_dim': '256'; 'kv_tied': 'false'; 'num_kv_heads': '1'; 'num_q_heads': '12'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0;per_core_allocation=0)'; 'transpose_k_heads': 'false'},,4,110,,,16360585515,16360587739,2224,1487753818578,1487753882702,1079,1079,47499,47056,47056,,,,325,46981,46733,,,,,,,,,1[1],1[1],128[128],3584[3584],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1[1],12[12],128[128],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],128[128],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],128[128],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,[],[],['ttnn/cpp/ttnn/operations/experimental/transformer/nlp_create_qkv_heads/device/kernels/dataflow/writer_tm_tile_layout_nlp_create_qkv_heads.cpp'; 'ttnn/cpp/ttnn/operations/experimental/transformer/nlp_create_qkv_heads/device/kernels/dataflow/reader_tm_tile_layout_nlp_create_qkv_heads.cpp'],['writer_tm_tile_layout_nlp_create_qkv_heads/16377194412316315127/'; 'reader_tm_tile_layout_nlp_create_qkv_heads/14824289270961520139/'],18358588531980628114,False,1320,1104,0,0,0,0,0,0,0,1,1,1,[],[],0.002,,,,,,,2224
NlpCreateHeadsDeviceOperation,tt_dnn_device,431104,0,blackhole,{'head_dim': '256'; 'kv_tied': 'false'; 'num_kv_heads': '1'; 'num_q_heads': '12'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0;per_core_allocation=0)'; 'transpose_k_heads': 'false'},,4,110,,,16360587929,16360589492,1563,4055638518131,4055638582318,1076,1076,47546,47102,47102,,,,472,47036,46779,,,,,,,,,1[1],1[1],128[128],3584[3584],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1[1],12[12],128[128],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],128[128],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],128[128],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,[],[],['ttnn/cpp/ttnn/operations/experimental/transformer/nlp_create_qkv_heads/device/kernels/dataflow/writer_tm_tile_layout_nlp_create_qkv_heads.cpp'; 'ttnn/cpp/ttnn/operations/experimental/transformer/nlp_create_qkv_heads/device/kernels/dataflow/reader_tm_tile_layout_nlp_create_qkv_heads.cpp'],['writer_tm_tile_layout_nlp_create_qkv_heads/16377194412316315127/'; 'reader_tm_tile_layout_nlp_create_qkv_heads/14824289270961520139/'],18358588531980628114,False,1320,1104,0,0,0,0,0,0,0,1,1,1,[],[],0.002,,,,,,,1563
ReshapeViewDeviceOperation,tt_dnn_device,432129,1,blackhole,{'logical_output_shape': 'Shape([128; 4; 128])'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0;per_core_allocation=0)'; 'padded_output_shape': 'Shape([128; 32; 128])'; 'recreate_mapping_tensor': 'false'; 'sub_core_grid': 'std::nullopt'},,110,110,,,16360625471,16360626904,1433,1487753819329,1487753915338,455,455,71118,23713,23713,,,,1121,23713,23239,,,,,,,,,1[1],1[1],128[128],512[512],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1[1],128[128],32[4],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/reshape_view/device/device/dataflow/writer_reshape_tiled.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/reshape_view/device/device/dataflow/reader_reshape_tiled.cpp'],['writer_reshape_tiled/14527470200462829201/'; 'reader_reshape_tiled/2858855345778945758/'],8565048621947157395,False,1720,980,0,0,0,0,0,0,0,1,1,1,[],[],0.004,,,,,,,1433
ReshapeViewDeviceOperation,tt_dnn_device,432128,0,blackhole,{'logical_output_shape': 'Shape([128; 4; 128])'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0;per_core_allocation=0)'; 'padded_output_shape': 'Shape([128; 32; 128])'; 'recreate_mapping_tensor': 'false'; 'sub_core_grid': 'std::nullopt'},,110,110,,,16360627034,16360628497,1463,4055638518858,4055638614929,441,441,71164,23707,23707,,,,1127,23707,23235,,,,,,,,,1[1],1[1],128[128],512[512],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1[1],128[128],32[4],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/reshape_view/device/device/dataflow/writer_reshape_tiled.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/reshape_view/device/device/dataflow/reader_reshape_tiled.cpp'],['writer_reshape_tiled/14527470200462829201/'; 'reader_reshape_tiled/2858855345778945758/'],8565048621947157395,False,1720,980,0,0,0,0,0,0,0,1,1,1,[],[],0.004,,,,,,,1463
TransposeDeviceOperation,tt_dnn_device,433153,1,blackhole,{'dim': 'TransposeOpDim::HC'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0;per_core_allocation=0)'; 'pad_value': '0'},,110,110,,,16360667802,16360671359,3557,1487753903823,1487753926007,496,496,16433,7410,7410,,,,1105,7410,6817,,,,,,,,,1[1],128[128],32[4],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1[1],4[4],128[128],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/writer_unary_transpose_hc_interleaved_tiled_padding_aware.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/reader_unary_transpose_hc_interleaved_tiled_padding_aware.cpp'],['writer_unary_transpose_hc_interleaved_tiled_padding_aware/1756571488951073927/'; 'reader_unary_transpose_hc_interleaved_tiled_padding_aware/15638931656474580430/'],14325775753482960156,False,836,924,0,0,0,0,0,0,0,3984,3984,1907,[263.19677734375],[32.89959716796875],53.765,,,,,,,3557
TransposeDeviceOperation,tt_dnn_device,433152,0,blackhole,{'dim': 'TransposeOpDim::HC'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0;per_core_allocation=0)'; 'pad_value': '0'},,110,110,,,16360671589,16360673272,1683,4055638602951,4055638625601,461,461,16778,7448,7448,,,,1133,7446,6830,,,,,,,,,1[1],128[128],32[4],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1[1],4[4],128[128],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/writer_unary_transpose_hc_interleaved_tiled_padding_aware.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/reader_unary_transpose_hc_interleaved_tiled_padding_aware.cpp'],['writer_unary_transpose_hc_interleaved_tiled_padding_aware/1756571488951073927/'; 'reader_unary_transpose_hc_interleaved_tiled_padding_aware/15638931656474580430/'],14325775753482960156,False,836,924,0,0,0,0,0,0,0,3984,3984,1907,[263.19677734375],[32.89959716796875],53.491,,,,,,,1683
ReshapeViewDeviceOperation,tt_dnn_device,434177,1,blackhole,{'logical_output_shape': 'Shape([128; 1; 128])'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0;per_core_allocation=0)'; 'padded_output_shape': 'Shape([128; 32; 128])'; 'recreate_mapping_tensor': 'false'; 'sub_core_grid': 'std::nullopt'},,110,110,,,16360704121,16360705544,1423,1487753920941,1487753939819,464,464,13984,9771,9771,,,,1141,9771,9325,,,,,,,,,1[1],1[1],128[128],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1[1],128[128],32[1],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/reshape_view/device/device/dataflow/writer_reshape_tiled.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/reshape_view/device/device/dataflow/reader_reshape_tiled.cpp'],['writer_reshape_tiled/6398205414871604198/'; 'reader_reshape_tiled/16155451593421010182/'],2119160340138612475,False,1724,980,0,0,0,0,0,0,0,1,1,1,[],[],0.01,,,,,,,1423
ReshapeViewDeviceOperation,tt_dnn_device,434176,0,blackhole,{'logical_output_shape': 'Shape([128; 1; 128])'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0;per_core_allocation=0)'; 'padded_output_shape': 'Shape([128; 32; 128])'; 'recreate_mapping_tensor': 'false'; 'sub_core_grid': 'std::nullopt'},,110,110,,,16360705664,16360706826,1162,4055638620492,4055638638973,472,472,13690,9437,9437,,,,1118,9436,8977,,,,,,,,,1[1],1[1],128[128],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1[1],128[128],32[1],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/reshape_view/device/device/dataflow/writer_reshape_tiled.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/reshape_view/device/device/dataflow/reader_reshape_tiled.cpp'],['writer_reshape_tiled/6398205414871604198/'; 'reader_reshape_tiled/16155451593421010182/'],2119160340138612475,False,1724,980,0,0,0,0,0,0,0,1,1,1,[],[],0.011,,,,,,,1162
LayerNormDeviceOperation,tt_dnn_device,435201,1,blackhole,{'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=HiFi4;math_approx_mode=0;fp32_dest_acc_en=1;packer_l1_acc=1;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'distributed_norm_stage': 'DistributedLayerNormStage::NOT_DISTRIBUTED'; 'dtype': 'std::nullopt'; 'eps': '1e-06'; 'fused_activation': 'std::nullopt'; 'norm_type': 'LayerNormType::RMSNORM'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0;per_core_allocation=0)'; 'program_config': 'LayerNormDefaultProgramConfig(legacy_reduction=0;legacy_rsqrt=0;use_welford=0)'},HiFi4,48,110,,,16360747624,16360749738,2114,1487753935533,1487753950749,461,462,11271,7630,7629,,,,1307,7629,5529,6911,6593,7036,,,,,,1[1],12[12],128[128],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],32[1],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1[1],12[12],128[128],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/compute/layernorm.cpp'],['layernorm/18209386058411572145/'],['ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/writer_unary_interleaved_start_id_blocked.cpp'; 'ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/reader_unary_interleaved_ln.cpp'],['writer_unary_interleaved_start_id_blocked/3383478600870856735/'; 'reader_unary_interleaved_ln/8472960376257518066/'],9671277073059509102,False,812,1532,4400,3660,4080,0,0,0,0,1,1,1,[],[],0.013,,,,,,,2114
LayerNormDeviceOperation,tt_dnn_device,435200,0,blackhole,{'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=HiFi4;math_approx_mode=0;fp32_dest_acc_en=1;packer_l1_acc=1;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'distributed_norm_stage': 'DistributedLayerNormStage::NOT_DISTRIBUTED'; 'dtype': 'std::nullopt'; 'eps': '1e-06'; 'fused_activation': 'std::nullopt'; 'norm_type': 'LayerNormType::RMSNORM'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0;per_core_allocation=0)'; 'program_config': 'LayerNormDefaultProgramConfig(legacy_reduction=0;legacy_rsqrt=0;use_welford=0)'},HiFi4,48,110,,,16360749919,16360751371,1452,4055638635057,4055638649605,460,460,10776,7411,7411,,,,1297,7411,5153,6795,6487,6925,,,,,,1[1],12[12],128[128],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],32[1],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1[1],12[12],128[128],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/compute/layernorm.cpp'],['layernorm/18209386058411572145/'],['ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/writer_unary_interleaved_start_id_blocked.cpp'; 'ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/reader_unary_interleaved_ln.cpp'],['writer_unary_interleaved_start_id_blocked/3383478600870856735/'; 'reader_unary_interleaved_ln/8472960376257518066/'],9671277073059509102,False,812,1532,4400,3660,4080,0,0,0,0,1,1,1,[],[],0.013,,,,,,,1452
LayerNormDeviceOperation,tt_dnn_device,436225,1,blackhole,{'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=HiFi4;math_approx_mode=0;fp32_dest_acc_en=1;packer_l1_acc=1;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'distributed_norm_stage': 'DistributedLayerNormStage::NOT_DISTRIBUTED'; 'dtype': 'std::nullopt'; 'eps': '1e-06'; 'fused_activation': 'std::nullopt'; 'norm_type': 'LayerNormType::RMSNORM'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0;per_core_allocation=0)'; 'program_config': 'LayerNormDefaultProgramConfig(legacy_reduction=0;legacy_rsqrt=0;use_welford=0)'},HiFi4,4,110,,,16360780297,16360781559,1262,1487753951488,1487753960237,991,1207,6481,6039,5822,,,,614,5741,2858,5218,5135,5296,,,,,,1[1],1[1],128[128],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],32[1],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1[1],1[1],128[128],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/compute/layernorm.cpp'],['layernorm/18209386058411572145/'],['ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/writer_unary_interleaved_start_id_blocked.cpp'; 'ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/reader_unary_interleaved_ln.cpp'],['writer_unary_interleaved_start_id_blocked/3383478600870856735/'; 'reader_unary_interleaved_ln/8472960376257518066/'],9590027009723534322,False,812,1532,4400,3660,4080,0,0,0,0,1,1,1,[],[],0.017,,,,,,,1262
LayerNormDeviceOperation,tt_dnn_device,436224,0,blackhole,{'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=HiFi4;math_approx_mode=0;fp32_dest_acc_en=1;packer_l1_acc=1;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'distributed_norm_stage': 'DistributedLayerNormStage::NOT_DISTRIBUTED'; 'dtype': 'std::nullopt'; 'eps': '1e-06'; 'fused_activation': 'std::nullopt'; 'norm_type': 'LayerNormType::RMSNORM'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0;per_core_allocation=0)'; 'program_config': 'LayerNormDefaultProgramConfig(legacy_reduction=0;legacy_rsqrt=0;use_welford=0)'},HiFi4,4,110,,,16360781729,16360782831,1102,4055638650289,4055638659029,949,1168,6474,6026,5807,,,,642,5726,2833,5203,5122,5285,,,,,,1[1],1[1],128[128],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],32[1],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1[1],1[1],128[128],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/compute/layernorm.cpp'],['layernorm/18209386058411572145/'],['ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/writer_unary_interleaved_start_id_blocked.cpp'; 'ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/reader_unary_interleaved_ln.cpp'],['writer_unary_interleaved_start_id_blocked/3383478600870856735/'; 'reader_unary_interleaved_ln/8472960376257518066/'],9590027009723534322,False,812,1532,4400,3660,4080,0,0,0,0,1,1,1,[],[],0.017,,,,,,,1102
LayerNormDeviceOperation,tt_dnn_device,437249,1,blackhole,{'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=HiFi4;math_approx_mode=0;fp32_dest_acc_en=1;packer_l1_acc=1;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'distributed_norm_stage': 'DistributedLayerNormStage::NOT_DISTRIBUTED'; 'dtype': 'std::nullopt'; 'eps': '1e-06'; 'fused_activation': 'std::nullopt'; 'norm_type': 'LayerNormType::RMSNORM'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0;per_core_allocation=0)'; 'program_config': 'LayerNormDefaultProgramConfig(legacy_reduction=0;legacy_rsqrt=0;use_welford=0)'},HiFi4,16,110,,,16360812528,16360814442,1914,1487753952431,1487753968203,543,543,11683,5356,5356,,,,1230,5350,2681,4766,4444,4890,,,,,,1[1],4[4],128[128],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],32[1],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1[1],4[4],128[128],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/compute/layernorm.cpp'],['layernorm/13993946893483303916/'],['ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/writer_unary_interleaved_start_id_blocked.cpp'; 'ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/reader_unary_interleaved_ln.cpp'],['writer_unary_interleaved_start_id_blocked/3383478600870856735/'; 'reader_unary_interleaved_ln/15424591261316987105/'],5553266729418642110,False,812,1532,4140,3516,3960,0,0,0,0,1,1,1,[],[],0.019,,,,,,,1914
LayerNormDeviceOperation,tt_dnn_device,437248,0,blackhole,{'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=HiFi4;math_approx_mode=0;fp32_dest_acc_en=1;packer_l1_acc=1;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'distributed_norm_stage': 'DistributedLayerNormStage::NOT_DISTRIBUTED'; 'dtype': 'std::nullopt'; 'eps': '1e-06'; 'fused_activation': 'std::nullopt'; 'norm_type': 'LayerNormType::RMSNORM'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0;per_core_allocation=0)'; 'program_config': 'LayerNormDefaultProgramConfig(legacy_reduction=0;legacy_rsqrt=0;use_welford=0)'},HiFi4,16,110,,,16360814752,16360816115,1363,4055638651265,4055638667024,534,535,11673,5393,5393,,,,1230,5393,2690,4809,4482,4927,,,,,,1[1],4[4],128[128],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],32[1],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1[1],4[4],128[128],128[128],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,,,['ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/compute/layernorm.cpp'],['layernorm/13993946893483303916/'],['ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/writer_unary_interleaved_start_id_blocked.cpp'; 'ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/reader_unary_interleaved_ln.cpp'],['writer_unary_interleaved_start_id_blocked/3383478600870856735/'; 'reader_unary_interleaved_ln/15424591261316987105/'],5553266729418642110,False,812,1532,4140,3516,3960,0,0,0,0,1,1,1,[],[],0.019,,,,,,,1363
