Detected CSV format: v2.1 (with device arch and worker core count)
Using architecture from CSV: blackhole
Architecture: blackhole, Worker cores: 110
Sorting CSV by 'HOST START TS' column...
Using operations after 'MC_HOST_DECODE_L1'.
Using operations until 'MC_HOST_DECODE_L1_END'.
Detected data from 2 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID     Total %  Bound  OP Code                                                      Device   Device Time  Op-to-Op Gap  Cores  DRAM      DRAM %  FLOPs        FLOPs %  Math Fidelity
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 7054    0.1 %         ReshapeViewDeviceOperation                                         1         5 μs                  110                                                       BF16 => BF16
 7090    0.1 %         ReshapeViewDeviceOperation                                         1         4 μs          1 μs     80                                                       BF16 => BF16
 7092    0.1 %         ReshapeViewDeviceOperation                                         1         4 μs          1 μs     80                                                       BF16 => BF16
 7101    0.1 %         CopyDeviceOperation                                                1         2 μs          1 μs    110                                                 BF16, BF16 => BF16
 7102    0.1 %         CopyDeviceOperation                                                1         2 μs          0 μs    110                                                 BF16, BF16 => BF16
 7103    0.1 %         CopyDeviceOperation                                                1         2 μs          0 μs    110                                                 BF16, BF16 => BF16
 7104    0.1 %         CopyDeviceOperation                                                1         2 μs          0 μs    110                                                 BF16, BF16 => BF16
 7105    0.1 %         CopyDeviceOperation                                                1         2 μs          1 μs    110                                                 BF16, BF16 => BF16
 7106    0.1 %         CopyDeviceOperation                                                1         2 μs          1 μs    110                                                 BF16, BF16 => BF16
 7109    0.1 %         CopyDeviceOperation                                                1         3 μs          1 μs    110                                                 BF16, BF16 => BF16
 7110    0.1 %         CopyDeviceOperation                                                1         3 μs          2 μs    110                                                 BF16, BF16 => BF16
 7112    0.1 %         CopyDeviceOperation                                                1         3 μs          3 μs    110                                                 BF16, BF16 => BF16
 7114    0.1 %         CopyDeviceOperation                                                1         3 μs          3 μs    110                                                 BF16, BF16 => BF16
 7115    0.1 %         CopyDeviceOperation                                                1         3 μs          3 μs    110                                                 BF16, BF16 => BF16
 7118    0.1 %         ReshapeViewDeviceOperation                                         1         3 μs          2 μs     80                                                       BF16 => BF16
 7119    0.1 %         MeshPartitionDeviceOperation                                       1         1 μs          1 μs     40                                                       BF16 => BF16
 7120    0.1 %         BinaryNgDeviceOperation                                            1         2 μs          4 μs    110                                                 BF16, BF16 => BF16
 7125    0.1 %         BinaryNgDeviceOperation                                            1         3 μs          1 μs    110                                                 BF16, BF16 => BF16
 7128    0.5 %   SLOW  MatmulDeviceOperation 32 x 5120 x 352                              1        22 μs          1 μs      6   84 GB/s  16.4 %   5.4 TFLOPs   16.2 %   LoFi BF16 x BFP8 => BF16
 7138    0.1 %         BinaryNgDeviceOperation                                            1         4 μs          0 μs    110                                                 BF16, BF16 => BF16
 7139    0.1 %         FillPadDeviceOperation                                             1         5 μs          1 μs     40                                                       BF16 => BF16
 7142    0.2 %         CopyDeviceOperation                                                1         9 μs          1 μs    110                                                 FP32, FP32 => FP32
 7143    0.1 %         CopyDeviceOperation                                                1         4 μs          0 μs    110                                                 FP32, FP32 => FP32
 7146    2.0 %   DRAM  MatmulDeviceOperation 32 x 2560 x 10336                            1        82 μs          0 μs    108  342 GB/s  66.7 %  20.7 TFLOPs    6.9 %  HiFi2 BF16 x BFP8 => FP32
 7148    0.0 %         SliceDeviceOperation                                               1         1 μs          1 μs      2                                                       FP32 => FP32
 7150    0.0 %         SliceDeviceOperation                                               1         1 μs          1 μs      1                                                       FP32 => FP32
 7151    0.2 %         TilizeWithValPaddingDeviceOperation                                1         5 μs          1 μs      1                                                       FP32 => FP32
 7152    0.1 %         CopyDeviceOperation                                                1         2 μs          1 μs     80                                                       BF16 => BF16
 7153    1.3 %   SLOW  MatmulDeviceOperation 32 x 2560 x 6144                             1        55 μs          1 μs     48  288 GB/s  56.3 %  18.5 TFLOPs   13.9 %  HiFi2 BF16 x BFP8 => BF16
 7155    0.1 %         UnaryDeviceOperation                                               1         5 μs          1 μs    110                                                       FP32 => FP32
 7156    0.1 %         BinaryNgDeviceOperation                                            1         3 μs          1 μs    110                                                 FP32, FP32 => FP32
 7158    0.2 %         TernaryDeviceOperation                                             1         7 μs          1 μs    110                                                 FP32, FP32 => FP32
 7159    0.2 %         TernaryDeviceOperation                                             1         7 μs          0 μs    110                                                 FP32, FP32 => FP32
 7160    0.3 %         TernaryDeviceOperation                                             1        11 μs          1 μs    110                                                 FP32, FP32 => FP32
 7162    0.1 %         CopyDeviceOperation                                                1         5 μs          1 μs    110                                                 FP32, FP32 => FP32
 7163    0.1 %         CopyDeviceOperation                                                1         4 μs          1 μs    110                                                 FP32, FP32 => FP32
 7166    0.1 %         SliceDeviceOperation                                               1         2 μs          1 μs     64                                                       FP32 => FP32
 7173    0.2 %         TilizeWithValPaddingDeviceOperation                                1         6 μs          1 μs      2                                                       FP32 => FP32
 7174    0.2 %         UntilizeWithUnpaddingDeviceOperation                               1         7 μs          1 μs      1                                                       FP32 => FP32
 7175    0.1 %         ConcatDeviceOperation                                              1         2 μs          1 μs     48                                                 FP32, FP32 => FP32
 7176    0.2 %         TilizeWithValPaddingDeviceOperation                                1         6 μs          1 μs      2                                                       FP32 => FP32
 7177    0.1 %         LayerNormDeviceOperation                                           1         4 μs          1 μs      2                                                 FP32, FP32 => FP32
 7178    0.1 %         ReshapeViewDeviceOperation                                         1         4 μs          1 μs    110                                                       FP32 => FP32
 7179    0.1 %         LayerNormDeviceOperation                                           1         4 μs          1 μs      2                                                 FP32, FP32 => FP32
 7183    0.1 %         ReshapeViewDeviceOperation                                         1         4 μs          1 μs     48                                                       FP32 => FP32
 7184    0.3 %         BinaryNgDeviceOperation                                            1        12 μs          0 μs    110                                                 FP32, FP32 => FP32
 7188    0.2 %         ReshapeViewDeviceOperation                                         1         8 μs          1 μs    110                                                       FP32 => FP32
 7189    0.1 %         ReshapeViewDeviceOperation                                         1         4 μs          1 μs    110                                                       FP32 => FP32
 7190    0.3 %         MatmulDeviceOperation b={48} x 128 x 32 x 128                      1        13 μs          1 μs    110                     3.8 TFLOPs    1.2 %  HiFi2 FP32 x FP32 => FP32
 7191    0.3 %         TernaryDeviceOperation                                             1        14 μs          1 μs    110                                                 FP32, FP32 => FP32
 7192    0.2 %         MatmulDeviceOperation b={48} x 32 x 128 x 128                      1         6 μs          1 μs     48                     8.1 TFLOPs    6.1 %  HiFi2 FP32 x FP32 => FP32
 7193    0.4 %         ReshapeViewDeviceOperation                                         1        16 μs          1 μs      8                                                       FP32 => FP32
 7194    0.2 %         CopyDeviceOperation                                                1         6 μs          0 μs    110                                                 FP32, FP32 => FP32
 7195    0.1 %         LayerNormDeviceOperation                                           1         4 μs          1 μs      2                                                 FP32, BF16 => FP32
 7196    0.4 %         ReshapeViewDeviceOperation                                         1        16 μs          1 μs      8                                                       BF16 => BF16
 7197    0.1 %         UnaryDeviceOperation                                               1         2 μs          1 μs    110                                                       BF16 => BF16
 7200    1.0 %   SLOW  MatmulDeviceOperation 32 x 6144 x 1280                             1        40 μs          1 μs     20  197 GB/s  38.5 %  12.6 TFLOPs   22.8 %  HiFi2 FP32 x BFP8 => BF16
 7201    2.0 %   DRAM  MatmulDeviceOperation 32 x 2560 x 10336                            1        82 μs          1 μs    108  342 GB/s  66.8 %  20.7 TFLOPs    6.9 %  HiFi2 BF16 x BFP8 => FP32
 7202    0.1 %         SliceDeviceOperation                                               1         4 μs          1 μs    110                                                 FP32, FP32 => FP32
 7204    0.3 %         CopyDeviceOperation                                                1        12 μs          1 μs    110                                                 FP32, FP32 => FP32
 7205    0.1 %         CopyDeviceOperation                                                1         5 μs          1 μs    110                                                 FP32, FP32 => FP32
 7208    0.1 %         ReshapeViewDeviceOperation                                         1         2 μs          1 μs      1                                                       BF16 => BF16
 7209    0.2 %         BinaryNgDeviceOperation                                            1         8 μs          1 μs    110                                                 BF16, BF16 => BF16
 7211    0.1 %         FillPadDeviceOperation                                             1         5 μs          1 μs     40                                                       BF16 => BF16
 7215    0.1 %         BinaryNgDeviceOperation                                            1         3 μs          1 μs    110                                                 BF16, BF16 => BF16
 7216    0.1 %         ReshapeViewDeviceOperation                                         1         4 μs          1 μs    110                                                       BF16 => BF16
 7217    0.1 %         CopyDeviceOperation                                                1         2 μs          1 μs    110                                                       BF16 => BF16
 7218    0.5 %   SLOW  MatmulDeviceOperation 32 x 5120 x 352                              1        21 μs          1 μs      6   84 GB/s  16.4 %   5.4 TFLOPs   16.2 %   LoFi BF16 x BFP8 => BF16
 7220    0.1 %         ConcatDeviceOperation                                              1         2 μs          1 μs     22                                                 BF16, BF16 => BF16
 7223    0.1 %         SliceDeviceOperation                                               1         1 μs          1 μs      1                                                       BF16 => BF16
 7224    0.1 %         UnaryDeviceOperation                                               1         3 μs          1 μs    110                                                       BF16 => BF16
 7225    0.1 %         CopyDeviceOperation                                                1         2 μs          1 μs     10                                                       BF16 => BF16
 7226    0.2 %   SLOW  MatmulDeviceOperation 32 x 320 x 5120                              1         6 μs          1 μs     80  265 GB/s  51.8 %  17.0 TFLOPs    3.8 %   LoFi BF16 x BFP8 => BF16
 7227    0.1 %         ReshapeViewDeviceOperation                                         1         3 μs          1 μs     40                                                       BF16 => BF16
 7228    0.1 %         BinaryNgDeviceOperation                                            1         4 μs          0 μs    110                                                 BF16, BF16 => BF16
 7229    0.1 %         FillPadDeviceOperation                                             1         5 μs          1 μs     40                                                       BF16 => BF16
 7235    0.1 %         SliceDeviceOperation                                               1         2 μs          1 μs     16                                                       BF16 => BF16
 7236    0.0 %         SliceDeviceOperation                                               1         1 μs          1 μs     10                                                       BF16 => BF16
 7237    0.1 %         SliceDeviceOperation                                               1         1 μs          1 μs     10                                                       BF16 => BF16
 7239    1.8 %         TopKDeviceOperation                                                1        75 μs          2 μs      1                                                       BF16 => BF16
 7249    0.2 %         AllGatherDeviceOperation                                           0         8 μs          0 μs      2                                                       BF16 => BF16
 7251    0.1 %         CopyDeviceOperation                                                0         3 μs          1 μs    110                                                 BF16, BF16 => BF16
 7255    0.1 %         CopyDeviceOperation                                                0         2 μs          3 μs    110                                                 BF16, BF16 => BF16
 7256    0.1 %         CopyDeviceOperation                                                0         2 μs          3 μs    110                                                 BF16, BF16 => BF16
 7258    0.1 %         CopyDeviceOperation                                                0         2 μs          3 μs    110                                                 BF16, BF16 => BF16
 7259    0.1 %         CopyDeviceOperation                                                0         2 μs          3 μs    110                                                 BF16, BF16 => BF16
 7261    2.5 %   DRAM  MatmulDeviceOperation 32 x 2560 x 12800                            0        96 μs          6 μs    100  343 GB/s  66.9 %  21.9 TFLOPs    4.0 %   LoFi BF16 x BFP8 => BF16
 7263    0.1 %         SliceDeviceOperation                                               0         2 μs          0 μs     80                                                       BF16 => BF16
 7264    0.1 %         ReshapeViewDeviceOperation                                         0         4 μs          1 μs     80                                                       BF16 => BF16
 7265    0.5 %         LayerNormDeviceOperation                                           0        21 μs          1 μs      1                                                       BF16 => BF16
 7267    0.1 %         BinaryNgDeviceOperation                                            0         3 μs          1 μs    110                                                 BF16, BF16 => BF16
 7268    0.1 %         ReshapeViewDeviceOperation                                         0         4 μs          1 μs    110                                                       BF16 => BF16
 7269    0.1 %         ReshapeViewDeviceOperation                                         0         4 μs          1 μs     80                                                       BF16 => BF16
 7271    0.1 %         ReshapeViewDeviceOperation                                         0         4 μs          1 μs     80                                                       BF16 => BF16
 7272    0.1 %         BinaryNgDeviceOperation                                            0         3 μs          1 μs    110                                                 BF16, BF16 => BF16
 7274    0.1 %         ReshapeViewDeviceOperation                                         0         4 μs          1 μs     80                                                       BF16 => BF16
 7276    0.1 %         BinaryNgDeviceOperation                                            0         3 μs          0 μs    110                                                 BF16, BF16 => BF16
 7277    0.1 %         FillPadDeviceOperation                                             0         5 μs          1 μs     80                                                       BF16 => BF16
 7280    0.1 %         UnaryDeviceOperation                                               0         2 μs          1 μs    110                                                       BF16 => BF16
 7281    0.1 %         UnaryDeviceOperation                                               0         2 μs          1 μs    110                                                       BF16 => BF16
 7283    0.1 %         BinaryNgDeviceOperation                                            0         3 μs          1 μs    110                                                 BF16, BF16 => BF16
 7285    0.1 %         ReshapeViewDeviceOperation                                         0         5 μs          0 μs    110                                                       BF16 => BF16
 7287    0.5 %         LayerNormDeviceOperation                                           0        21 μs          1 μs      1                                                       BF16 => BF16
 7289    0.1 %         BinaryNgDeviceOperation                                            0         3 μs          1 μs    110                                                 BF16, BF16 => BF16
 7290    0.1 %         ReshapeViewDeviceOperation                                         0         4 μs          1 μs    110                                                       BF16 => BF16
 7291    0.1 %         BinaryNgDeviceOperation                                            0         4 μs          1 μs    110                                                 BF16, BF16 => BF16
 7292    0.1 %         TernaryDeviceOperation                                             0         4 μs          1 μs    110                                                 BF16, BF16 => BF16
 7293    0.1 %         TernaryDeviceOperation                                             0         4 μs          0 μs    110                                                 BF16, BF16 => BF16
 7294    0.1 %         TernaryDeviceOperation                                             0         4 μs          0 μs    110                                                 BF16, BF16 => BF16
 7295    0.1 %         CopyDeviceOperation                                                0         2 μs          1 μs    110                                                 BF16, BF16 => BF16
 7296    0.1 %         CopyDeviceOperation                                                0         2 μs          1 μs    110                                                 BF16, BF16 => BF16
 7303    0.1 %         CopyDeviceOperation                                                0         2 μs          2 μs    110                                                 BF16, BF16 => BF16
 7304    0.2 %         BinaryNgDeviceOperation                                            0         5 μs          4 μs    110                                                 BF16, BF16 => BF16
 7307    0.1 %         CopyDeviceOperation                                                0         3 μs          3 μs    110                                                 BF16, BF16 => BF16
 7309    0.1 %         CopyDeviceOperation                                                0         3 μs          3 μs    110                                                 BF16, BF16 => BF16
 7312    0.1 %         CopyDeviceOperation                                                0         3 μs          3 μs    110                                                 BF16, BF16 => BF16
 7313    0.1 %         CopyDeviceOperation                                                0         3 μs          3 μs    110                                                 BF16, BF16 => BF16
 7317    0.1 %         FillPadDeviceOperation                                             0         4 μs          2 μs     40                                                       BF16 => BF16
 7318    0.5 %         LayerNormPreAllGatherDeviceOperation                               0        19 μs          1 μs      1                                                       BF16 => BF16
 7319    0.1 %         AllGatherDeviceOperation                                           0         5 μs          1 μs      2                                                       BF16 => BF16
 7320    0.5 %         LayerNormPostAllGatherDeviceOperation                              0        20 μs          1 μs      1                                                 BF16, BF16 => BF16
 7322    0.1 %         ReshapeViewDeviceOperation                                         0         4 μs          1 μs    110                                                       BF16 => BF16
 7323    0.1 %         CopyDeviceOperation                                                0         2 μs          1 μs    110                                                       BF16 => BF16
 7325    0.1 %         AllBroadcastDeviceOperation                                        0         5 μs          1 μs      2                                                       BF16 => BF16
 7326    0.1 %         ConcatDeviceOperation                                              0         2 μs          1 μs     22                                                 BF16, BF16 => BF16
 7327    0.1 %         MorehSumOperation                                                  0         2 μs          1 μs     11                                                       BF16 => BF16
 7328    0.1 %         SliceDeviceOperation                                               0         2 μs          1 μs     10                                                       BF16 => BF16
 7329    0.1 %         SliceDeviceOperation                                               0         1 μs          1 μs      1                                                       BF16 => BF16
 7330    0.1 %         UnaryDeviceOperation                                               0         3 μs          1 μs    110                                                       BF16 => BF16
 7331    0.1 %         CopyDeviceOperation                                                0         2 μs          1 μs     10                                                       BF16 => BF16
 7332    0.2 %   SLOW  MatmulDeviceOperation 32 x 320 x 5120                              0         6 μs          1 μs     80  260 GB/s  50.8 %  16.6 TFLOPs    3.8 %   LoFi BF16 x BFP8 => BF16
 7333    0.1 %         ReshapeViewDeviceOperation                                         0         4 μs          1 μs     40                                                       BF16 => BF16
 7336    0.1 %         ReduceDeviceOperation                                              0         2 μs          1 μs     40                                                       BF16 => BF16
 7337    0.2 %         AllGatherDeviceOperation                                           0         8 μs          1 μs      2                                                       BF16 => BF16
 7340    0.1 %         CopyDeviceOperation                                                0         4 μs          0 μs    110                                                 FP32, FP32 => FP32
 7341    0.1 %         CopyDeviceOperation                                                0         4 μs          0 μs    110                                                 FP32, FP32 => FP32
 7343    0.2 %         SliceDeviceOperation                                               0         7 μs          1 μs    110                                                       FP32 => FP32
 7345    0.1 %         UntilizeWithUnpaddingDeviceOperation                               0         5 μs          0 μs    108                                                       FP32 => FP32
 7350    0.1 %         UnaryDeviceOperation                                               0         2 μs          1 μs    110                                                       FP32 => FP32
 7353    0.1 %         BinaryNgDeviceOperation                                            0         6 μs          1 μs    110                                                 FP32, FP32 => FP32
 7357    0.1 %         CopyDeviceOperation                                                0         3 μs          1 μs    110                                                 FP32, FP32 => FP32
 7360    0.2 %         UnaryDeviceOperation                                               0         7 μs          1 μs    110                                                       FP32 => FP32
 7361    0.1 %         SliceDeviceOperation                                               0         2 μs          1 μs     64                                                       FP32 => FP32
 7363    0.1 %         SliceDeviceOperation                                               0         4 μs          0 μs    110                                                       FP32 => FP32
 7364    0.3 %         ReshapeViewDeviceOperation                                         0        11 μs          1 μs      4                                                       FP32 => FP32
 7365    0.3 %         ReshapeViewDeviceOperation                                         0        11 μs          1 μs      4                                                       FP32 => FP32
 7366    0.5 %         ReshapeViewDeviceOperation                                         0        21 μs          1 μs      8                                                       FP32 => FP32
 7367    0.2 %         UntilizeWithUnpaddingDeviceOperation                               0         7 μs          1 μs      1                                                       FP32 => FP32
 7368    0.1 %         ConcatDeviceOperation                                              0         2 μs          1 μs     48                                                 FP32, FP32 => FP32
 7376    0.1 %         ReshapeViewDeviceOperation                                         0         4 μs          1 μs    110                                                       FP32 => FP32
 7377    0.1 %         ReshapeViewDeviceOperation                                         0         5 μs          1 μs      8                                                       FP32 => FP32
 7378    0.1 %         ReshapeViewDeviceOperation                                         0         3 μs          1 μs     48                                                       FP32 => FP32
 7381    0.2 %         MatmulDeviceOperation b={48} x 32 x 128 x 128                      0         6 μs          0 μs     48                     8.0 TFLOPs    6.0 %  HiFi2 FP32 x FP32 => FP32
 7382    0.4 %         ReshapeViewDeviceOperation                                         0        17 μs          1 μs      8                                                       FP32 => FP32
 7383    0.1 %         BinaryNgDeviceOperation                                            0         2 μs          0 μs    110                                                 FP32, FP32 => FP32
 7394    0.1 %         BinaryNgDeviceOperation                                            0         2 μs          1 μs    110                                                 FP32, BF16 => FP32
 7395    0.1 %         ReshapeViewDeviceOperation                                         0         4 μs          1 μs    110                                                       FP32 => FP32
 7399    0.1 %         CopyDeviceOperation                                                0         3 μs          1 μs    110                                                 FP32, FP32 => FP32
 7402    0.1 %         CopyDeviceOperation                                                0         5 μs          1 μs    110                                                 FP32, FP32 => FP32
 7403    0.1 %         CopyDeviceOperation                                                0         5 μs          1 μs    110                                                 FP32, FP32 => FP32
 7406    0.1 %         TernaryDeviceOperation                                             0         3 μs          0 μs    110                                                 BF16, BF16 => BF16
 7408    0.4 %         LayerNormPreAllGatherDeviceOperation                               0        14 μs          1 μs      1                                                       BF16 => BF16
 7409    0.1 %         AllGatherDeviceOperation                                           0         5 μs          1 μs      2                                                       BF16 => BF16
 7410    0.4 %         LayerNormPostAllGatherDeviceOperation                              0        13 μs          1 μs      1                                                 BF16, BF16 => BF16
 7415    0.2 %         AllBroadcastDeviceOperation                                        0         5 μs          1 μs      2                                                       BF16 => BF16
 7417    0.1 %         MorehSumOperation                                                  0         2 μs          1 μs     11                                                       BF16 => BF16
 7418    0.1 %         SliceDeviceOperation                                               0         2 μs          1 μs     10                                                       BF16 => BF16
 7426    0.1 %         ReduceDeviceOperation                                              0         2 μs          1 μs     40                                                       BF16 => BF16
 7427    0.2 %         AllGatherDeviceOperation                                           0         8 μs          1 μs      2                                                       BF16 => BF16
 7428    0.1 %         FillPadDeviceOperation                                             0         5 μs          1 μs     80                                                       BF16 => BF16
 7429    0.1 %         CopyDeviceOperation                                                0         2 μs          1 μs     80                                                       BF16 => BF16
 7430    0.4 %   SLOW  MatmulDeviceOperation 32 x 2560 x 1184                             0        14 μs          1 μs     37  211 GB/s  41.2 %  13.5 TFLOPs    6.6 %   LoFi BF16 x BFP8 => BF16
 7434    0.0 %         SliceDeviceOperation                                               0         1 μs          1 μs      1                                                       BF16 => BF16
 7436    0.0 %         SliceDeviceOperation                                               0         0 μs          1 μs      1                                                       BF16 => BF16
 7437    0.0 %         SliceDeviceOperation                                               0         0 μs          1 μs      1                                                   UINT16 => UINT16
 7438    0.2 %         SoftmaxDeviceOperation                                             0         5 μs          1 μs      1                                                       BF16 => BF16
 7439    0.0 %         SliceDeviceOperation                                               0         0 μs          1 μs      1                                                   UINT16 => UINT16
 7440    0.1 %         UntilizeWithUnpaddingDeviceOperation                               0         1 μs          1 μs      1                                                   UINT16 => UINT16
 7441    0.0 %         SliceDeviceOperation                                               0         0 μs          1 μs      1                                                       BF16 => BF16
 7442    0.1 %         BinaryNgDeviceOperation                                            0         4 μs          1 μs    110                                                 BF16, BF16 => BF16
 7443    0.1 %         BinaryNgDeviceOperation                                            0         4 μs          1 μs    110                                                 BF16, BF16 => BF16
 7444    0.1 %   SLOW  MatmulDeviceOperation 32 x 320 x 2560                              0         5 μs          1 μs     40  172 GB/s  33.6 %  11.0 TFLOPs    5.0 %   LoFi BF16 x BFP8 => BF16
 7447   25.8 %         CopyDeviceOperation                                                0        13 μs      1,059 μs    110                                                 BFP4, BFP4 => BFP4
 7448    0.2 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                 BFP4, BFP4 => BFP4
 7451   21.4 %         CopyDeviceOperation                                                0        13 μs        874 μs    110                                                 BFP4, BFP4 => BFP4
 7452    0.2 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                 BFP4, BFP4 => BFP4
 7455    0.0 %         UntilizeWithUnpaddingDeviceOperation                               1         1 μs          1 μs      1                                                       BF16 => BF16
 7457    2.1 %   SLOW  SparseMatmulDeviceOperation active=10/10 x 32 x 2560 x 1280        1        86 μs          1 μs     40  209 GB/s  40.9 %  24.4 TFLOPs   11.0 %   LoFi BF16 x BFP4 => BF16
 7462    0.1 %         BinaryNgDeviceOperation                                            1         3 μs          1 μs    110                                                 BF16, BF16 => BF16
 7463    0.1 %         UnaryDeviceOperation                                               1         4 μs          1 μs    110                                                 BF16, BF16 => BF16
 7465    0.1 %         FastReduceNCDeviceOperation                                        1         3 μs          1 μs     80                                                       BF16 => BF16
 7466    0.1 %         BinaryNgDeviceOperation                                            1         2 μs          1 μs    110                                                 BF16, BF16 => BF16
 7471    0.1 %         TernaryDeviceOperation                                             1         3 μs          1 μs    110                                                 BF16, BF16 => BF16
 7472    8.0 %         ConcatDeviceOperation                                              0       131 μs        201 μs    110                                                 BFP4, BFP4 => BFP4
 7473    1.6 %         ConcatDeviceOperation                                              0        66 μs          1 μs    110                                                 BFP4, BFP4 => BFP4
 7475    0.1 %         UnaryDeviceOperation                                               0         3 μs          1 μs    110                                                 BF16, BF16 => BF16
 7477    0.1 %         SliceDeviceOperation                                               0         2 μs          0 μs    110                                                       BF16 => BF16
 7478    0.1 %         SliceDeviceOperation                                               0         2 μs          0 μs    110                                                       BF16 => BF16
 7479    0.2 %         BinaryNgDeviceOperation                                            0         6 μs          0 μs    110                                                 BF16, BF16 => BF16
 7480    0.1 %         PermuteDeviceOperation                                             0         4 μs          1 μs     10                                                       BF16 => BF16
 7483    1.1 %   SLOW  SparseMatmulDeviceOperation active=10/10 x 32 x 640 x 2560         0        47 μs          1 μs     40  175 GB/s  34.2 %  22.4 TFLOPs   10.1 %   LoFi BF16 x BFP4 => BF16
 7486    0.2 %         ReduceScatterDeviceOperation                                       0         9 μs          1 μs     10                                                       BF16 => BF16
 7487    0.1 %         SliceDeviceOperation                                               0         2 μs          1 μs     40                                                       BF16 => BF16
 7488    0.1 %         ReshapeViewDeviceOperation                                         0         2 μs          1 μs      1                                                       BF16 => BF16
 7489    0.2 %         BinaryNgDeviceOperation                                            0         8 μs          1 μs    110                                                 BF16, BF16 => BF16
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       100.0 %         219 device ops, 0 host ops, 0 signposts                                  1,826 μs      2,324 μs          82 GB/s  16.0 %

💡 Advice 💡
============

High Op-to-Op Gap
----------------
 7447   25.8 %         CopyDeviceOperation                                                0        13 μs      1,059 μs    110                                                 BFP4, BFP4 => BFP4
 7451   21.4 %         CopyDeviceOperation                                                0        13 μs        874 μs    110                                                 BFP4, BFP4 => BFP4
 7472    8.0 %         ConcatDeviceOperation                                              0       131 μs        201 μs    110                                                 BFP4, BFP4 => BFP4

These ops have a >6 μs gap since the previous operation. Running with tracing could save 2116 μs (51.0% of overall time)
Alternatively ensure device is not waiting for the host. Experts can try moving runtime args in the kernels to compile-time args.

Matmul Optimization
-------------------
 7128    0.5 %   SLOW  MatmulDeviceOperation 32 x 5120 x 352                              1        22 μs          1 μs      6   84 GB/s  16.4 %   5.4 TFLOPs   16.2 %   LoFi BF16 x BFP8 => BF16
- in0_block_w=8 and output subblock 1x2 look good 🤷
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

 7146    2.0 %   DRAM  MatmulDeviceOperation 32 x 2560 x 10336                            1        82 μs          0 μs    108  342 GB/s  66.7 %  20.7 TFLOPs    6.9 %  HiFi2 BF16 x BFP8 => FP32
- Try a DRAM-sharded program config (MatmulMultiCoreReuseMultiCastDRAMShardedProgramConfig) to improve throughput further
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 7153    1.3 %   SLOW  MatmulDeviceOperation 32 x 2560 x 6144                             1        55 μs          1 μs     48  288 GB/s  56.3 %  18.5 TFLOPs   13.9 %  HiFi2 BF16 x BFP8 => BF16
- in0_block_w=8 and output subblock 1x4 look good 🤷
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 7190    0.3 %         MatmulDeviceOperation b={48} x 128 x 32 x 128                      1        13 μs          1 μs    110                     3.8 TFLOPs    1.2 %  HiFi2 FP32 x FP32 => FP32
✅ Optimized

