Detected CSV format: v2.1 (with device arch and worker core count)
Using architecture from CSV: blackhole
Architecture: blackhole, Worker cores: 110
Sorting CSV by 'HOST START TS' column...
Using operations after 'MC_HOST_PREFILL_L0'.
Using operations until 'MC_HOST_PREFILL_L0_END'.
Detected data from 2 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID     Total %  Bound  OP Code                                                      Device   Device Time  Op-to-Op Gap  Cores  DRAM        DRAM %   FLOPs         FLOPs %  Math Fidelity
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 2670    0.0 %         BinaryNgDeviceOperation                                            1        18 μs                  110                                                           FP32 => FP32
 2707    0.0 %   SLOW  MatmulDeviceOperation 128 x 320 x 5120                             0        17 μs         44 μs     80    178 GB/s   34.8 %   24.7 TFLOPs    5.6 %   LoFi BF16 x BFP8 => BF16
 2708    0.0 %         ReshapeViewDeviceOperation                                         1        82 μs          9 μs    110                                                           BF16 => BF16
 2710    0.0 %         ReshapeViewDeviceOperation                                         1       155 μs          1 μs    110                                                           BF16 => BF16
 2713    0.0 %         BinaryNgDeviceOperation                                            0        82 μs          1 μs    110                                                     BF16, BF16 => BF16
 2714    0.0 %         FillPadDeviceOperation                                             1        57 μs          1 μs    110                                                           BF16 => BF16
 2716    0.0 %         ReduceDeviceOperation                                              1        56 μs          1 μs    110                                                           BF16 => BF16
 2719    0.0 %         ReshapeViewDeviceOperation                                         0        49 μs          1 μs    110                                                           BF16 => BF16
 2720    0.0 %         AllGatherDeviceOperation                                           0        22 μs          1 μs      2                                                           BF16 => BF16
 2722    0.0 %   SLOW  MatmulDeviceOperation 128 x 2560 x 10560                           1       106 μs          1 μs    110    313 GB/s   61.1 %   65.4 TFLOPs   21.5 %  HiFi2 BF16 x BFP8 => FP32
 2724    0.0 %         SliceDeviceOperation                                               1        29 μs          1 μs    110                                                           FP32 => FP32
 2727    0.0 %         SliceDeviceOperation                                               0         1 μs          1 μs      8                                                           FP32 => FP32
 2728    0.0 %         UntilizeDeviceOperation                                            1        47 μs          0 μs     83                                                           FP32 => FP32
 2731    0.0 %         SliceDeviceOperation                                               0         2 μs          0 μs    110                                                           FP32 => FP32
 2732    0.0 %         TilizeWithValPaddingDeviceOperation                                1         4 μs          1 μs      4                                                           FP32 => FP32
 2735    0.0 %   SLOW  MatmulDeviceOperation 128 x 2560 x 6144                            0        79 μs          0 μs     96    228 GB/s   44.5 %   51.1 TFLOPs   19.2 %  HiFi2 BF16 x BFP8 => BF16
 2737    0.0 %         UnaryDeviceOperation                                               0         3 μs          1 μs    110                                                           FP32 => FP32
 2739    0.0 %         UnaryDeviceOperation                                               0         5 μs          1 μs    110                                                           FP32 => FP32
 2741    0.0 %         BinaryNgDeviceOperation                                            0        13 μs          1 μs    110                                                     FP32, FP32 => FP32
 2742    0.0 %         UntilizeWithUnpaddingDeviceOperation                               1         5 μs          1 μs    107                                                           FP32 => FP32
 2745    0.0 %         UntilizeWithUnpaddingDeviceOperation                               0        47 μs          1 μs     80                                                           FP32 => FP32
 2746    0.0 %         ConcatDeviceOperation                                              1        29 μs          0 μs    110                                                     FP32, FP32 => FP32
 2749    0.0 %         TilizeWithValPaddingDeviceOperation                                0        71 μs          1 μs     64                                                           FP32 => FP32
 2750    0.0 %         UntilizeWithUnpaddingDeviceOperation                               1        47 μs          1 μs     64                                                           FP32 => FP32
 2752    0.0 %         SliceDeviceOperation                                               1         3 μs          1 μs      3                                                           FP32 => FP32
 2755    0.0 %         TilizeWithValPaddingDeviceOperation                                0        13 μs          0 μs    107                                                           FP32 => FP32
 2757    0.0 %         TypecastDeviceOperation                                            0        22 μs          1 μs    110                                                           FP32 => BF16
 2758    0.0 %         TypecastDeviceOperation                                            1         6 μs          1 μs    110                                                           FP32 => BF16
 2760    0.0 %         CloneOperation                                                     1         7 μs          1 μs    110                                                           FP32 => FP32
 2763    0.0 %         UntilizeDeviceOperation                                            0        40 μs          1 μs     80                                                           BF16 => BF16
 2765    0.0 %         UntilizeWithUnpaddingDeviceOperation                               0         4 μs          1 μs    107                                                           BF16 => BF16
 2766    0.0 %         QkvCausalConv1dSiluOperation                                       1        83 μs          1 μs     64                                                     BF16, BF16 => BF16
 2768    0.0 %         BinaryNgDeviceOperation                                            1         4 μs          7 μs    110                                                         INT32 => INT32
 2770    0.0 %         ReshapeViewDeviceOperation                                         1        20 μs         13 μs    110                                                         INT32 => INT32
 2772    0.0 %         TypecastDeviceOperation                                            1         1 μs         10 μs    110                                                          INT32 => FP32
 2774    0.0 %         TilizeWithValPaddingDeviceOperation                                1         4 μs         12 μs      4                                                           FP32 => FP32
 2777    0.0 %         BinaryNgDeviceOperation                                            0         6 μs         48 μs    110                                                     FP32, FP32 => FP32
 2778    0.0 %         TypecastDeviceOperation                                            1         1 μs         10 μs    110                                                          INT32 => FP32
 2780    0.0 %         TilizeWithValPaddingDeviceOperation                                1         5 μs          1 μs      4                                                           FP32 => FP32
 2783    0.0 %         BinaryNgDeviceOperation                                            0         6 μs         26 μs    110                                                     FP32, FP32 => FP32
 2784    0.0 %         TransposeDeviceOperation                                           1         1 μs         44 μs      8                                                           FP32 => FP32
 2787    0.0 %         TransposeDeviceOperation                                           0         1 μs         18 μs      8                                                           FP32 => FP32
 2788    0.0 %         ReshapeViewDeviceOperation                                         1        10 μs         30 μs    110                                                           FP32 => FP32
 2790    0.0 %         ReshapeViewDeviceOperation                                         1        10 μs          6 μs    110                                                           FP32 => FP32
 2792    0.0 %         ChunkGdnPrepOperation                                              1       124 μs        147 μs    110                                                     BF16, BF16 => FP32
 2794    0.0 %         ChunkGdnScanOperation                                              1        97 μs         43 μs     96                                                     FP32, FP32 => FP32
 2797    0.0 %         UntilizeDeviceOperation                                            0        24 μs          0 μs     96                                                           FP32 => FP32
 2798    0.0 %         PermuteDeviceOperation                                             1        27 μs          0 μs    110                                                           FP32 => FP32
 2801    0.0 %         TilizeWithValPaddingDeviceOperation                                0        26 μs          0 μs     86                                                           FP32 => FP32
 2803    0.0 %         LayerNormDeviceOperation                                           0        28 μs          0 μs    110                                                     FP32, BF16 => FP32
 2805    0.0 %         ReshapeViewDeviceOperation                                         0       176 μs          1 μs    110                                                           BF16 => BF16
 2806    0.0 %         UnaryDeviceOperation                                               1        11 μs          0 μs    110                                                           BF16 => BF16
 2809    0.0 %         BinaryNgDeviceOperation                                            0        26 μs          0 μs    110                                                     FP32, BF16 => FP32
 2811    0.0 %         ReshapeViewDeviceOperation                                         0       338 μs          0 μs    110                                                           FP32 => FP32
 2812    0.0 %   SLOW  MatmulDeviceOperation 128 x 6144 x 1280                            1        50 μs          1 μs     40    218 GB/s   42.6 %   39.9 TFLOPs   36.1 %  HiFi2 FP32 x BFP8 => BF16
 2815    0.0 %         ReshapeViewDeviceOperation                                         0        55 μs          1 μs    110                                                           BF16 => BF16
 2816    0.0 %         ReshapeViewDeviceOperation                                         1         4 μs          1 μs    110                                                           BF16 => BF16
 2818    0.0 %         BinaryNgDeviceOperation                                            1        50 μs          0 μs    110                                                     BF16, BF16 => BF16
 2821    0.0 %         ReshapeViewDeviceOperation                                         0        41 μs          0 μs    110                                                           BF16 => BF16
 2822    0.0 %         TernaryDeviceOperation                                             1         6 μs          0 μs    110                                                     BF16, BF16 => BF16
 2825    0.0 %         LayerNormPreAllGatherDeviceOperation                               0        15 μs          1 μs     16                                                           BF16 => BF16
 2826    0.0 %         AllGatherDeviceOperation                                           0         9 μs          1 μs      2                                                           BF16 => BF16
 2829    0.0 %         LayerNormPostAllGatherDeviceOperation                              0        14 μs          1 μs     16                                                     BF16, BF16 => BF16
 2831    0.0 %         UntilizeWithUnpaddingDeviceOperation                               0         3 μs          1 μs     40                                                           BF16 => BF16
 2832    0.0 %         RepeatDeviceOperation                                              1        20 μs          1 μs    110                                                           BF16 => BF16
 2834    0.0 %         TilizeDeviceOperation                                              1        40 μs          1 μs     84                                                           BF16 => BF16
 2837    0.0 %         BinaryNgDeviceOperation                                            0        12 μs          0 μs    110                                                     BF16, BF16 => BF16
 2838    0.0 %         ReshapeViewDeviceOperation                                         1        37 μs          0 μs    110                                                           BF16 => BF16
 2841    0.0 %   SLOW  MatmulDeviceOperation 128 x 5120 x 352                             0        24 μs          1 μs     44    132 GB/s   25.7 %   19.5 TFLOPs    8.0 %   LoFi BF16 x BFP8 => BF16
 2842    0.0 %         ReduceScatterDeviceOperation                                       0         9 μs          1 μs      5                                                           BF16 => BF16
 2844    0.0 %         AllGatherDeviceOperation                                           0         7 μs          1 μs      2                                                           BF16 => BF16
 2846    0.0 %         SliceDeviceOperation                                               1         2 μs          1 μs     40                                                           BF16 => BF16
 2849    0.0 %         SliceDeviceOperation                                               0         2 μs          1 μs      4                                                           BF16 => BF16
 2850    0.0 %         UnaryDeviceOperation                                               1         3 μs          1 μs    110                                                           BF16 => BF16
 2853    0.0 %   SLOW  MatmulDeviceOperation 128 x 320 x 5120                             0        18 μs          1 μs     80    170 GB/s   33.3 %   23.6 TFLOPs    5.3 %   LoFi BF16 x BFP8 => BF16
 2855    0.0 %         ReshapeViewDeviceOperation                                         0        82 μs          1 μs    110                                                           BF16 => BF16
 2856    0.0 %         ReshapeViewDeviceOperation                                         1       155 μs          1 μs    110                                                           BF16 => BF16
 2859    0.0 %         BinaryNgDeviceOperation                                            0        82 μs          0 μs    110                                                     BF16, BF16 => BF16
 2861    0.0 %         FillPadDeviceOperation                                             0        57 μs          0 μs    110                                                           BF16 => BF16
 2862    0.0 %         ReduceDeviceOperation                                              1        56 μs          1 μs    110                                                           BF16 => BF16
 2864    0.0 %         ReshapeViewDeviceOperation                                         1        50 μs          1 μs    110                                                           BF16 => BF16
 2866    0.0 %         AllGatherDeviceOperation                                           0        22 μs          1 μs      2                                                           BF16 => BF16
 2868    0.0 %   SLOW  MatmulDeviceOperation 128 x 2560 x 1184                            1        53 μs          1 μs     37     75 GB/s   14.6 %   14.5 TFLOPs    7.1 %   LoFi BF16 x BFP8 => BF16
 2870    0.0 %         SliceDeviceOperation                                               1         2 μs          1 μs     64                                                           BF16 => BF16
 2872    0.0 %         SliceDeviceOperation                                               1         2 μs          1 μs     40                                                           BF16 => BF16
 2874    0.0 %         SliceDeviceOperation                                               1         2 μs          1 μs     40                                                           BF16 => BF16
 2876    0.0 %         SliceDeviceOperation                                               1         2 μs          1 μs      4                                                           BF16 => BF16
 2879    0.0 %         UnaryDeviceOperation                                               0         2 μs          0 μs    110                                                           BF16 => BF16
 2880    0.0 %         TopKDeviceOperation                                                1        76 μs          1 μs      4                                                           BF16 => BF16
 2882    0.0 %         SliceDeviceOperation                                               1         2 μs          1 μs      4                                                           BF16 => BF16
 2885    0.0 %         SliceDeviceOperation                                               0         2 μs          1 μs      4                                                       UINT16 => UINT16
 2887    0.0 %         SoftmaxDeviceOperation                                             0         6 μs          1 μs      4                                                           BF16 => BF16
 2888    0.0 %         UntilizeWithUnpaddingDeviceOperation                               1        10 μs          1 μs      4                                                       UINT16 => UINT16
 2890    0.0 %         UntilizeCodegenDeviceOperation                                     1         3 μs          1 μs     64                                                           BF16 => BF16
 2892    0.0 %         UntilizeWithUnpaddingDeviceOperation                               1        10 μs          1 μs      4                                                       UINT16 => UINT16
 2894    0.0 %         UntilizeWithUnpaddingDeviceOperation                               1        10 μs          1 μs      4                                                           BF16 => BF16
 2896    0.0 %         ScatterDeviceOperation                                             1        13 μs          1 μs    110                                                   BF16, UINT16 => BF16
 2899    0.0 %         TilizeDeviceOperation                                              0         4 μs          1 μs      4                                                           BF16 => BF16
 2900    0.6 %         CopyDeviceOperation                                                1        14 μs     12,940 μs    110                                                     BFP4, BFP4 => BFP4
 2903    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 2904    0.6 %         CopyDeviceOperation                                                1        14 μs     13,778 μs    110                                                     BFP4, BFP4 => BFP4
 2907    0.0 %         CopyDeviceOperation                                                0         8 μs          1 μs    110                                                     BFP4, BFP4 => BFP4
 2909    0.0 %         CopyDeviceOperation                                                1         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 2910    0.6 %         CopyDeviceOperation                                                0        13 μs     13,054 μs    110                                                     BFP4, BFP4 => BFP4
 2912    0.6 %         CopyDeviceOperation                                                1        13 μs     13,011 μs    110                                                     BFP4, BFP4 => BFP4
 2915    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 2918    0.6 %         CopyDeviceOperation                                                0        13 μs     13,037 μs    110                                                     BFP4, BFP4 => BFP4
 2919    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 2922    0.6 %         CopyDeviceOperation                                                0        14 μs     13,224 μs    110                                                     BFP4, BFP4 => BFP4
 2923    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 2924    0.6 %         CopyDeviceOperation                                                1        13 μs     12,956 μs    110                                                     BFP4, BFP4 => BFP4
 2927    0.0 %         CopyDeviceOperation                                                0         8 μs          1 μs    110                                                     BFP4, BFP4 => BFP4
 2928    0.6 %         CopyDeviceOperation                                                1        13 μs     12,682 μs    110                                                     BFP4, BFP4 => BFP4
 2931    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 2934    0.6 %         CopyDeviceOperation                                                0        13 μs     13,332 μs    110                                                     BFP4, BFP4 => BFP4
 2935    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 2938    0.6 %         CopyDeviceOperation                                                0        13 μs     13,713 μs    110                                                     BFP4, BFP4 => BFP4
 2939    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 2940    0.0 %         ConcatDeviceOperation                                              1       131 μs        591 μs    110                                                     BFP4, BFP4 => BFP4
 2942    0.0 %         ConcatDeviceOperation                                              1        66 μs          1 μs    110                                                     BFP4, BFP4 => BFP4
 2945    0.0 %         FillPadDeviceOperation                                             0         6 μs        108 μs      4                                                       UINT32 => UINT32
 2947    0.0 %         GatherDeviceOperation                                              0        34 μs         48 μs      4                                                   BF16, UINT32 => BF16
 2948    0.0 %         FillPadDeviceOperation                                             1         7 μs         15 μs      4                                                           BF16 => BF16
 2950    0.0 %         ReduceDeviceOperation                                              1         2 μs         28 μs      4                                                           BF16 => BF16
 2953    0.0 %         ReshapeViewDeviceOperation                                         0         3 μs         32 μs      1                                                           BF16 => BF16
 2955    0.0 %         UntilizeWithUnpaddingDeviceOperation                               0         2 μs         35 μs      1                                                           BF16 => BF16
 2956    0.0 %         UnaryDeviceOperation                                               1        17 μs         86 μs    110                                                           BF16 => BF16
 2958    0.0 %   DRAM  SparseMatmulDeviceOperation active=40/40 x 32 x 2560 x 1280        1       123 μs         12 μs     40    613 GB/s  119.7 %   68.2 TFLOPs   30.8 %   LoFi BF16 x BFP4 => BF16
 2960    0.0 %         SliceDeviceOperation                                               1        10 μs          1 μs    110                                                           BF16 => BF16
 2963    0.0 %         SliceDeviceOperation                                               0        10 μs          0 μs    110                                                           BF16 => BF16
 2964    0.0 %         BinaryNgDeviceOperation                                            1        21 μs         46 μs    110                                                     BF16, BF16 => BF16
 2966    0.0 %         PermuteDeviceOperation                                             1         4 μs         17 μs    110                                                           BF16 => BF16
 2968    0.0 %         BinaryNgDeviceOperation                                            1        11 μs         49 μs    110                                                     BF16, BF16 => BF16
 2971    0.0 %         UnaryDeviceOperation                                               0        35 μs         32 μs    110                                                           BF16 => BF16
 2973    0.0 %   DRAM  SparseMatmulDeviceOperation active=40/40 x 32 x 640 x 2560         0        81 μs          1 μs     40    507 GB/s   99.1 %   51.9 TFLOPs   23.5 %   LoFi BF16 x BFP4 => BF16
 2974    0.0 %         FastReduceNCDeviceOperation                                        1        19 μs          1 μs    110                                                           BF16 => BF16
 2976    0.6 %         CopyDeviceOperation                                                1        13 μs     12,862 μs    110                                                     BFP4, BFP4 => BFP4
 2979    0.0 %         CopyDeviceOperation                                                0         7 μs          1 μs    110                                                     BFP4, BFP4 => BFP4
 2982    0.6 %         CopyDeviceOperation                                                0        13 μs     12,722 μs    110                                                     BFP4, BFP4 => BFP4
 2983    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 2986    0.6 %         CopyDeviceOperation                                                0        13 μs     13,426 μs    110                                                     BFP4, BFP4 => BFP4
 2987    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 2988    0.6 %         CopyDeviceOperation                                                1        13 μs     13,415 μs    110                                                     BFP4, BFP4 => BFP4
 2991    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 2993    0.0 %         CopyDeviceOperation                                                1         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 2994    0.6 %         CopyDeviceOperation                                                0        13 μs     13,122 μs    110                                                     BFP4, BFP4 => BFP4
 2996    0.6 %         CopyDeviceOperation                                                1        13 μs     13,380 μs    110                                                     BFP4, BFP4 => BFP4
 2999    0.0 %         CopyDeviceOperation                                                0         7 μs          1 μs    110                                                     BFP4, BFP4 => BFP4
 3002    0.6 %         CopyDeviceOperation                                                0        13 μs     13,314 μs    110                                                     BFP4, BFP4 => BFP4
 3003    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3004    1.3 %         CopyDeviceOperation                                                1        13 μs     27,016 μs    110                                                     BFP4, BFP4 => BFP4
 3007    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3010    0.6 %         CopyDeviceOperation                                                0        13 μs     12,929 μs    110                                                     BFP4, BFP4 => BFP4
 3011    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3013    0.0 %         CopyDeviceOperation                                                1         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3014    0.6 %         CopyDeviceOperation                                                0        14 μs     13,310 μs    110                                                     BFP4, BFP4 => BFP4
 3017    0.0 %         ConcatDeviceOperation                                              0       131 μs        159 μs    110                                                     BFP4, BFP4 => BFP4
 3019    0.0 %         ConcatDeviceOperation                                              0        66 μs          1 μs    110                                                     BFP4, BFP4 => BFP4
 3020    0.0 %         FillPadDeviceOperation                                             1         6 μs         95 μs      4                                                       UINT32 => UINT32
 3023    0.0 %         GatherDeviceOperation                                              0        34 μs         36 μs      4                                                   BF16, UINT32 => BF16
 3024    0.0 %         FillPadDeviceOperation                                             1         7 μs         14 μs      4                                                           BF16 => BF16
 3026    0.0 %         ReduceDeviceOperation                                              1         1 μs         26 μs      4                                                           BF16 => BF16
 3029    0.0 %         ReshapeViewDeviceOperation                                         0         3 μs         28 μs      1                                                           BF16 => BF16
 3031    0.0 %         UntilizeWithUnpaddingDeviceOperation                               0         2 μs         35 μs      1                                                           BF16 => BF16
 3032    0.0 %         UnaryDeviceOperation                                               1        17 μs         94 μs    110                                                           BF16 => BF16
 3035    0.0 %   DRAM  SparseMatmulDeviceOperation active=40/40 x 32 x 2560 x 1280        0       115 μs         13 μs     40    656 GB/s  128.1 %   73.0 TFLOPs   33.0 %   LoFi BF16 x BFP4 => BF16
 3036    0.0 %         SliceDeviceOperation                                               1        10 μs          1 μs    110                                                           BF16 => BF16
 3038    0.0 %         SliceDeviceOperation                                               1        10 μs          0 μs    110                                                           BF16 => BF16
 3041    0.0 %         BinaryNgDeviceOperation                                            0        22 μs         59 μs    110                                                     BF16, BF16 => BF16
 3043    0.0 %         PermuteDeviceOperation                                             0         3 μs         17 μs    110                                                           BF16 => BF16
 3044    0.0 %         BinaryNgDeviceOperation                                            1        11 μs         50 μs    110                                                     BF16, BF16 => BF16
 3047    0.0 %         UnaryDeviceOperation                                               0        34 μs         31 μs    110                                                           BF16 => BF16
 3049    0.0 %   DRAM  SparseMatmulDeviceOperation active=40/40 x 32 x 640 x 2560         0        76 μs          1 μs     40    536 GB/s  104.8 %   54.9 TFLOPs   24.8 %   LoFi BF16 x BFP4 => BF16
 3050    0.0 %         FastReduceNCDeviceOperation                                        1        19 μs          1 μs    110                                                           BF16 => BF16
 3053    0.0 %         BinaryNgDeviceOperation                                            0         5 μs         16 μs    110                                                     BF16, BF16 => BF16
 3056    0.6 %         CopyDeviceOperation                                                0        14 μs     13,107 μs    110                                                     BFP4, BFP4 => BFP4
 3057    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3058    0.6 %         CopyDeviceOperation                                                1        13 μs     13,278 μs    110                                                     BFP4, BFP4 => BFP4
 3061    0.0 %         CopyDeviceOperation                                                0         7 μs          1 μs    110                                                     BFP4, BFP4 => BFP4
 3062    0.6 %         CopyDeviceOperation                                                1        13 μs     13,317 μs    110                                                     BFP4, BFP4 => BFP4
 3065    0.0 %         CopyDeviceOperation                                                0         8 μs          1 μs    110                                                     BFP4, BFP4 => BFP4
 3068    0.6 %         CopyDeviceOperation                                                0        14 μs     13,550 μs    110                                                     BFP4, BFP4 => BFP4
 3069    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3072    0.6 %         CopyDeviceOperation                                                0        13 μs     12,996 μs    110                                                     BFP4, BFP4 => BFP4
 3073    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3074    0.6 %         CopyDeviceOperation                                                1        13 μs     13,134 μs    110                                                     BFP4, BFP4 => BFP4
 3077    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3078    0.6 %         CopyDeviceOperation                                                1        13 μs     13,537 μs    110                                                     BFP4, BFP4 => BFP4
 3081    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3082    0.6 %         CopyDeviceOperation                                                1        13 μs     13,339 μs    110                                                     BFP4, BFP4 => BFP4
 3085    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3086    0.6 %         CopyDeviceOperation                                                1        13 μs     13,242 μs    110                                                     BFP4, BFP4 => BFP4
 3089    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3090    0.6 %         CopyDeviceOperation                                                1        13 μs     13,199 μs    110                                                     BFP4, BFP4 => BFP4
 3093    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3094    0.0 %         ConcatDeviceOperation                                              1       131 μs        601 μs    110                                                     BFP4, BFP4 => BFP4
 3097    0.0 %         ConcatDeviceOperation                                              0        66 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3098    0.0 %         FillPadDeviceOperation                                             1         6 μs        124 μs      4                                                       UINT32 => UINT32
 3100    0.0 %         GatherDeviceOperation                                              1        34 μs         56 μs      4                                                   BF16, UINT32 => BF16
 3102    0.0 %         FillPadDeviceOperation                                             1         7 μs         31 μs      4                                                           BF16 => BF16
 3104    0.0 %         ReduceDeviceOperation                                              1         1 μs         31 μs      4                                                           BF16 => BF16
 3106    0.0 %         ReshapeViewDeviceOperation                                         1         3 μs         36 μs      1                                                           BF16 => BF16
 3109    0.0 %         UntilizeWithUnpaddingDeviceOperation                               0         2 μs         42 μs      1                                                           BF16 => BF16
 3111    0.0 %         UnaryDeviceOperation                                               0        17 μs         98 μs    110                                                           BF16 => BF16
 3113    0.0 %   DRAM  SparseMatmulDeviceOperation active=40/40 x 32 x 2560 x 1280        0       149 μs         15 μs     40    506 GB/s   98.8 %   56.3 TFLOPs   25.5 %   LoFi BF16 x BFP4 => BF16
 3114    0.0 %         SliceDeviceOperation                                               1        10 μs          0 μs    110                                                           BF16 => BF16
 3116    0.0 %         SliceDeviceOperation                                               1        10 μs          1 μs    110                                                           BF16 => BF16
 3118    0.0 %         BinaryNgDeviceOperation                                            1        22 μs         31 μs    110                                                     BF16, BF16 => BF16
 3121    0.0 %         PermuteDeviceOperation                                             0         3 μs         23 μs    110                                                           BF16 => BF16
 3122    0.0 %         BinaryNgDeviceOperation                                            1        11 μs         57 μs    110                                                     BF16, BF16 => BF16
